customer_name,total_sales,customer_rank
"Clay Ludtke",10880.545999999998,106
"Maria Etezadi",10635.917999999998,118
"Maria Etezadi",10635.917999999998,118
"Maria Etezadi",10635.917999999998,118
"Maria Etezadi",10635.917999999998,118
"Maria Etezadi",10635.917999999998,118
"Maria Etezadi",10635.917999999998,118
"Maria Etezadi",10635.917999999998,118
"Maria Etezadi",10635.917999999998,118
"Maria Etezadi",10635.917999999998,118
"Karen Ferguson",10604.266,127
"Karen Ferguson",10604.266,127
"Karen Ferguson",10604.266,127
"Karen Ferguson",10604.266,127
"Karen Ferguson",10604.266,127
"Karen Ferguson",10604.266,127
"Karen Ferguson",10604.266,127
"Bill Shonely",10501.652999999998,134
"Bill Shonely",10501.652999999998,134
"Bill Shonely",10501.652999999998,134
"Bill Shonely",10501.652999999998,134
"Bill Shonely",10501.652999999998,134
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"Edward Hooks",10005.980000000001,139
"John Lee",9403.003,151
"John Lee",9403.003,151
"John Lee",9403.003,151
"John Lee",9403.003,151
"John Lee",9403.003,151
"John Lee",9403.003,151
"John Lee",9403.003,151
"John Lee",9403.003,151
"John Lee",9403.003,151
"John Lee",9403.003,151
"John Lee",9403.003,151
"Grant Thornton",9351.211999999998,162
"Grant Thornton",9351.211999999998,162
"Grant Thornton",9351.211999999998,162
"Helen Wasserman",9300.253999999997,165
"Helen Wasserman",9300.253999999997,165
"Helen Wasserman",9300.253999999997,165
"Helen Wasserman",9300.253999999997,165
"Helen Wasserman",9300.253999999997,165
"Helen Wasserman",9300.253999999997,165
"Helen Wasserman",9300.253999999997,165
"Helen Wasserman",9300.253999999997,165
"Tom Boeckenhauer",9012.741999999998,173
"Tom Boeckenhauer",9012.741999999998,173
"Tom Boeckenhauer",9012.741999999998,173
"Tom Boeckenhauer",9012.741999999998,173
"Tom Boeckenhauer",9012.741999999998,173
"Tom Boeckenhauer",9012.741999999998,173
"Tom Boeckenhauer",9012.741999999998,173
"Peter Fuller",8980.496,180
"Peter Fuller",8980.496,180
"Peter Fuller",8980.496,180
"Peter Fuller",8980.496,180
"Christopher Martinez",8954.02,184
"Christopher Martinez",8954.02,184
"Christopher Martinez",8954.02,184
"Christopher Martinez",8954.02,184
"Justin Deggeller",8828.030499999999,188
"Justin Deggeller",8828.030499999999,188
"Justin Deggeller",8828.030499999999,188
"Justin Deggeller",8828.030499999999,188
"Justin Deggeller",8828.030499999999,188
"Justin Deggeller",8828.030499999999,188
"Justin Deggeller",8828.030499999999,188
"Justin Deggeller",8828.030499999999,188
"Joe Elijah",8672.163,196
"Joe Elijah",8672.163,196
"Joe Elijah",8672.163,196
"Joe Elijah",8672.163,196
"Joe Elijah",8672.163,196
"Joe Elijah",8672.163,196
"Joe Elijah",8672.163,196
"Joe Elijah",8672.163,196
"Joe Elijah",8672.163,196
"Joe Elijah",8672.163,196
"Laura Armstrong",8631.521999999999,206
"Laura Armstrong",8631.521999999999,206
"Laura Armstrong",8631.521999999999,206
"Laura Armstrong",8631.521999999999,206
"Laura Armstrong",8631.521999999999,206
"Laura Armstrong",8631.521999999999,206
"Laura Armstrong",8631.521999999999,206
"Laura Armstrong",8631.521999999999,206
"Laura Armstrong",8631.521999999999,206
"Laura Armstrong",8631.521999999999,206
"Laura Armstrong",8631.521999999999,206
"Daniel Raglin",8350.868,217
"Daniel Raglin",8350.868,217
"Daniel Raglin",8350.868,217
"Daniel Raglin",8350.868,217
"Daniel Raglin",8350.868,217
"Daniel Raglin",8350.868,217
"Daniel Raglin",8350.868,217
"Daniel Raglin",8350.868,217
"Natalie Fritzler",8322.826000000001,225
"Natalie Fritzler",8322.826000000001,225
"Natalie Fritzler",8322.826000000001,225
"Natalie Fritzler",8322.826000000001,225
"Natalie Fritzler",8322.826000000001,225
"Natalie Fritzler",8322.826000000001,225
"Natalie Fritzler",8322.826000000001,225
"Karen Daniels",8282.358,232
"Karen Daniels",8282.358,232
"Karen Daniels",8282.358,232
"Karen Daniels",8282.358,232
"Karen Daniels",8282.358,232
"Nick Crebassa",8241.739,237
"Nick Crebassa",8241.739,237
"Nick Crebassa",8241.739,237
"Nick Crebassa",8241.739,237
"Nick Crebassa",8241.739,237
"Nick Crebassa",8241.739,237
"Nick Crebassa",8241.739,237
"Keith Dawkins",8181.256,244
"Keith Dawkins",8181.256,244
"Keith Dawkins",8181.256,244
"Keith Dawkins",8181.256,244
"Keith Dawkins",8181.256,244
"Keith Dawkins",8181.256,244
"Keith Dawkins",8181.256,244
"Keith Dawkins",8181.256,244
"Keith Dawkins",8181.256,244
"Keith Dawkins",8181.256,244
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Pete Kriz",8158.654,254
"Harry Marie",8148.844800000002,266
"Harry Marie",8148.844800000002,266
"Harry Marie",8148.844800000002,266
"Harry Marie",8148.844800000002,266
"Harry Marie",8148.844800000002,266
"Harry Marie",8148.844800000002,266
"Harry Marie",8148.844800000002,266
"Harry Marie",8148.844800000002,266
"Harry Marie",8148.844800000002,266
"Harry Marie",8148.844800000002,266
"Sean Braxton",8057.890999999999,276
"Sean Braxton",8057.890999999999,276
"Sean Braxton",8057.890999999999,276
"Sean Braxton",8057.890999999999,276
"Sean Braxton",8057.890999999999,276
"Sean Braxton",8057.890999999999,276
"Sean Braxton",8057.890999999999,276
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Zuschuss Carroll",8021.135000000001,283
"Joseph Holt",7954.998,295
"Joseph Holt",7954.998,295
"Joseph Holt",7954.998,295
"Joseph Holt",7954.998,295
"Joseph Holt",7954.998,295
"Joseph Holt",7954.998,295
"Nora Preis",7903.182500000001,301
"Nora Preis",7903.182500000001,301
"Nora Preis",7903.182500000001,301
"Nora Preis",7903.182500000001,301
"Nora Preis",7903.182500000001,301
"Nora Preis",7903.182500000001,301
"Nora Preis",7903.182500000001,301
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Anna Häberlin",7888.294000000001,308
"Jim Epp",7754.976,320
"Jim Epp",7754.976,320
"Jim Epp",7754.976,320
"Jim Epp",7754.976,320
"Jim Epp",7754.976,320
"Jim Epp",7754.976,320
"Jim Epp",7754.976,320
"Adam Bellavance",7732.669999999999,327
"Adam Bellavance",7732.669999999999,327
"Adam Bellavance",7732.669999999999,327
"Adam Bellavance",7732.669999999999,327
"Adam Bellavance",7732.669999999999,327
"Adam Bellavance",7732.669999999999,327
"Adam Bellavance",7732.669999999999,327
"Jane Waco",7721.714,334
"Jane Waco",7721.714,334
"Jane Waco",7721.714,334
"Jane Waco",7721.714,334
"Jane Waco",7721.714,334
"Jane Waco",7721.714,334
"John Murray",7625.076000000002,340
"John Murray",7625.076000000002,340
"John Murray",7625.076000000002,340
"John Murray",7625.076000000002,340
"John Murray",7625.076000000002,340
"John Murray",7625.076000000002,340
"John Murray",7625.076000000002,340
"Rick Wilson",7397.401000000001,347
"Rick Wilson",7397.401000000001,347
"Rick Wilson",7397.401000000001,347
"Rick Wilson",7397.401000000001,347
"Rick Wilson",7397.401000000001,347
"Rick Wilson",7397.401000000001,347
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Lena Creighton",7396.7739999999985,353
"Patrick O'Brill",7367.3342,365
"Patrick O'Brill",7367.3342,365
"Patrick O'Brill",7367.3342,365
"Patrick O'Brill",7367.3342,365
"Patrick O'Brill",7367.3342,365
"Patrick O'Brill",7367.3342,365
"Patrick O'Brill",7367.3342,365
"Patrick O'Brill",7367.3342,365
"Patrick O'Brill",7367.3342,365
"Patrick O'Brill",7367.3342,365
"Brian Moss",7283.817,375
"Brian Moss",7283.817,375
"Brian Moss",7283.817,375
"Brian Moss",7283.817,375
"Brian Moss",7283.817,375
"Brian Moss",7283.817,375
"Brian Moss",7283.817,375
"Brian Moss",7283.817,375
"Brian Moss",7283.817,375
"Brian Moss",7283.817,375
"Brian Moss",7283.817,375
"Natalie Webber",7234.013999999999,386
"Natalie Webber",7234.013999999999,386
"Natalie Webber",7234.013999999999,386
"Natalie Webber",7234.013999999999,386
"Natalie Webber",7234.013999999999,386
"Natalie Webber",7234.013999999999,386
"Natalie Webber",7234.013999999999,386
"Dean percer",7198.760999999999,393
"Dean percer",7198.760999999999,393
"Dean percer",7198.760999999999,393
"Dean percer",7198.760999999999,393
"Dean percer",7198.760999999999,393
"Dean percer",7198.760999999999,393
"Dean percer",7198.760999999999,393
"Dean percer",7198.760999999999,393
"Dean percer",7198.760999999999,393
"Dean percer",7198.760999999999,393
"Dean percer",7198.760999999999,393
"Paul Prost",7075.920000000002,404
"Paul Prost",7075.920000000002,404
"Paul Prost",7075.920000000002,404
"Paul Prost",7075.920000000002,404
"Paul Prost",7075.920000000002,404
"Paul Prost",7075.920000000002,404
"Paul Prost",7075.920000000002,404
"Paul Prost",7075.920000000002,404
"Paul Prost",7075.920000000002,404
"Paul Prost",7075.920000000002,404
"Rick Huthwaite",6962.14,414
"Rick Huthwaite",6962.14,414
"Rick Huthwaite",6962.14,414
"Rick Huthwaite",6962.14,414
"Rick Huthwaite",6962.14,414
"Rick Huthwaite",6962.14,414
"Maribeth Schnelling",6848.31,420
"Maribeth Schnelling",6848.31,420
"Maribeth Schnelling",6848.31,420
"Maribeth Schnelling",6848.31,420
"Maribeth Schnelling",6848.31,420
"Maribeth Schnelling",6848.31,420
"Maribeth Schnelling",6848.31,420
"Maribeth Schnelling",6848.31,420
"Maribeth Schnelling",6848.31,420
"Maribeth Schnelling",6848.31,420
"Penelope Sewall",6843.633999999999,430
"Penelope Sewall",6843.633999999999,430
"Penelope Sewall",6843.633999999999,430
"Penelope Sewall",6843.633999999999,430
"Penelope Sewall",6843.633999999999,430
"Penelope Sewall",6843.633999999999,430
"Penelope Sewall",6843.633999999999,430
"Brenda Bowman",6765.727999999999,437
"Brenda Bowman",6765.727999999999,437
"Brenda Bowman",6765.727999999999,437
"Brenda Bowman",6765.727999999999,437
"Brenda Bowman",6765.727999999999,437
"Brenda Bowman",6765.727999999999,437
"Brenda Bowman",6765.727999999999,437
"Brenda Bowman",6765.727999999999,437
"Brenda Bowman",6765.727999999999,437
"Fred Hopkins",6683.659999999999,446
"Fred Hopkins",6683.659999999999,446
"Fred Hopkins",6683.659999999999,446
"Fred Hopkins",6683.659999999999,446
"Fred Hopkins",6683.659999999999,446
"Fred Hopkins",6683.659999999999,446
"Fred Hopkins",6683.659999999999,446
"Yana Sorensen",6654.503999999999,453
"Yana Sorensen",6654.503999999999,453
"Yana Sorensen",6654.503999999999,453
"Yana Sorensen",6654.503999999999,453
"Yana Sorensen",6654.503999999999,453
"Yana Sorensen",6654.503999999999,453
"Yana Sorensen",6654.503999999999,453
"Yana Sorensen",6654.503999999999,453
"Andy Reiter",6608.448,461
"Andy Reiter",6608.448,461
"Andy Reiter",6608.448,461
"Andy Reiter",6608.448,461
"Andy Reiter",6608.448,461
"Andy Reiter",6608.448,461
"Grace Kelly",6497.27,467
"Grace Kelly",6497.27,467
"Grace Kelly",6497.27,467
"Grace Kelly",6497.27,467
"Grace Kelly",6497.27,467
"Grace Kelly",6497.27,467
"Grace Kelly",6497.27,467
"Grace Kelly",6497.27,467
"Joseph Airdo",6475.474000000001,475
"Joseph Airdo",6475.474000000001,475
"Joseph Airdo",6475.474000000001,475
"Joseph Airdo",6475.474000000001,475
"Joseph Airdo",6475.474000000001,475
"Joseph Airdo",6475.474000000001,475
"Joseph Airdo",6475.474000000001,475
"Joseph Airdo",6475.474000000001,475
"Nathan Mautz",6459.343999999999,483
"Nathan Mautz",6459.343999999999,483
"Nathan Mautz",6459.343999999999,483
"Nathan Mautz",6459.343999999999,483
"Nathan Mautz",6459.343999999999,483
"Nathan Mautz",6459.343999999999,483
"Nathan Mautz",6459.343999999999,483
"Jonathan Doherty",6456.456,490
"Jonathan Doherty",6456.456,490
"Jonathan Doherty",6456.456,490
"Jonathan Doherty",6456.456,490
"Jonathan Doherty",6456.456,490
"Jonathan Doherty",6456.456,490
"Jonathan Doherty",6456.456,490
"Jonathan Doherty",6456.456,490
"Jonathan Doherty",6456.456,490
"Jonathan Doherty",6456.456,490
"Sarah Brown",6410.995999999999,500
"Sarah Brown",6410.995999999999,500
"Sarah Brown",6410.995999999999,500
"Sarah Brown",6410.995999999999,500
"Sarah Brown",6410.995999999999,500
"Sarah Brown",6410.995999999999,500
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"Joel Eaton",6400.454999999999,506
"James Galang",6366.391999999999,518
"James Galang",6366.391999999999,518
"James Galang",6366.391999999999,518
"James Galang",6366.391999999999,518
"James Galang",6366.391999999999,518
"James Galang",6366.391999999999,518
"James Galang",6366.391999999999,518
"James Galang",6366.391999999999,518
"James Galang",6366.391999999999,518
"Corinna Mitchell",6339.5576,527
"Corinna Mitchell",6339.5576,527
"Corinna Mitchell",6339.5576,527
"Corinna Mitchell",6339.5576,527
"Corinna Mitchell",6339.5576,527
"Corinna Mitchell",6339.5576,527
"Valerie Dominguez",6283.354,533
"Valerie Dominguez",6283.354,533
"Valerie Dominguez",6283.354,533
"Valerie Dominguez",6283.354,533
"Valerie Dominguez",6283.354,533
"Valerie Dominguez",6283.354,533
"Max Jones",6282.226,539
"Max Jones",6282.226,539
"Max Jones",6282.226,539
"Max Jones",6282.226,539
"Max Jones",6282.226,539
"Max Jones",6282.226,539
"Max Jones",6282.226,539
"Brosina Hoffman",6255.351000000001,546
"Brosina Hoffman",6255.351000000001,546
"Brosina Hoffman",6255.351000000001,546
"Brosina Hoffman",6255.351000000001,546
"Brosina Hoffman",6255.351000000001,546
"Brosina Hoffman",6255.351000000001,546
"Brosina Hoffman",6255.351000000001,546
"Brosina Hoffman",6255.351000000001,546
"Darrin Martin",6247.372,554
"Darrin Martin",6247.372,554
"Darrin Martin",6247.372,554
"Darrin Martin",6247.372,554
"Darrin Martin",6247.372,554
"Darrin Martin",6247.372,554
"Dan Reichenbach",6247.205999999999,560
"Dan Reichenbach",6247.205999999999,560
"Dan Reichenbach",6247.205999999999,560
"Dan Reichenbach",6247.205999999999,560
"Dan Reichenbach",6247.205999999999,560
"Dan Reichenbach",6247.205999999999,560
"Dan Reichenbach",6247.205999999999,560
"Dan Reichenbach",6247.205999999999,560
"Dan Reichenbach",6247.205999999999,560
"Rob Lucas",6234.909999999999,569
"Rob Lucas",6234.909999999999,569
"Rob Lucas",6234.909999999999,569
"Rob Lucas",6234.909999999999,569
"Rob Lucas",6234.909999999999,569
"Rob Lucas",6234.909999999999,569
"Rob Lucas",6234.909999999999,569
"Rob Lucas",6234.909999999999,569
"Victoria Wilson",6112.702,577
"Victoria Wilson",6112.702,577
"Victoria Wilson",6112.702,577
"Victoria Wilson",6112.702,577
"Victoria Wilson",6112.702,577
"Victoria Wilson",6112.702,577
"Victoria Wilson",6112.702,577
"Victoria Wilson",6112.702,577
"Victoria Wilson",6112.702,577
"Quincy Jones",6108.338,586
"Quincy Jones",6108.338,586
"Quincy Jones",6108.338,586
"Quincy Jones",6108.338,586
"Quincy Jones",6108.338,586
"Quincy Jones",6108.338,586
"Quincy Jones",6108.338,586
"Quincy Jones",6108.338,586
"Alan Dominguez",6100.999999999999,594
"Alan Dominguez",6100.999999999999,594
"Alan Dominguez",6100.999999999999,594
"Alan Dominguez",6100.999999999999,594
"Alan Dominguez",6100.999999999999,594
"Alan Dominguez",6100.999999999999,594
"Alan Dominguez",6100.999999999999,594
"Greg Maxwell",6049.966000000002,601
"Greg Maxwell",6049.966000000002,601
"Greg Maxwell",6049.966000000002,601
"Cassandra Brandow",6028.226999999999,604
"Cassandra Brandow",6028.226999999999,604
"Cassandra Brandow",6028.226999999999,604
"Cassandra Brandow",6028.226999999999,604
"Cassandra Brandow",6028.226999999999,604
"Cassandra Brandow",6028.226999999999,604
"Cassandra Brandow",6028.226999999999,604
"Cassandra Brandow",6028.226999999999,604
"Cassandra Brandow",6028.226999999999,604
"Cassandra Brandow",6028.226999999999,604
"William Brown",6024.81,614
"William Brown",6024.81,614
"William Brown",6024.81,614
"William Brown",6024.81,614
"William Brown",6024.81,614
"William Brown",6024.81,614
"William Brown",6024.81,614
"William Brown",6024.81,614
"William Brown",6024.81,614
"William Brown",6024.81,614
"William Brown",6024.81,614
"Robert Marley",5967.736,625
"Robert Marley",5967.736,625
"Robert Marley",5967.736,625
"Robert Marley",5967.736,625
"Robert Marley",5967.736,625
"Keith Herrera",5952.859000000002,630
"Keith Herrera",5952.859000000002,630
"Keith Herrera",5952.859000000002,630
"Keith Herrera",5952.859000000002,630
"Keith Herrera",5952.859000000002,630
"Keith Herrera",5952.859000000002,630
"Keith Herrera",5952.859000000002,630
"Shirley Daniels",5920.258,637
"Shirley Daniels",5920.258,637
"Shirley Daniels",5920.258,637
"Shirley Daniels",5920.258,637
"Shirley Daniels",5920.258,637
"Shirley Daniels",5920.258,637
"Shirley Daniels",5920.258,637
"Shirley Daniels",5920.258,637
"Shirley Daniels",5920.258,637
"Ben Ferrer",5907.972,646
"Ben Ferrer",5907.972,646
"Ben Ferrer",5907.972,646
"Ben Ferrer",5907.972,646
"Ben Ferrer",5907.972,646
"Ben Ferrer",5907.972,646
"Ben Ferrer",5907.972,646
"Ben Ferrer",5907.972,646
"Ben Ferrer",5907.972,646
"Ben Ferrer",5907.972,646
"Ben Ferrer",5907.972,646
"Shahid Collister",5894.183999999999,657
"Shahid Collister",5894.183999999999,657
"Shahid Collister",5894.183999999999,657
"Shahid Collister",5894.183999999999,657
"Shahid Collister",5894.183999999999,657
"Shahid Collister",5894.183999999999,657
"Shahid Collister",5894.183999999999,657
"Shahid Collister",5894.183999999999,657
"Shahid Collister",5894.183999999999,657
"Christine Phan",5888.275000000001,666
"Christine Phan",5888.275000000001,666
"Christine Phan",5888.275000000001,666
"Christine Phan",5888.275000000001,666
"Christine Phan",5888.275000000001,666
"Christine Phan",5888.275000000001,666
"Christine Phan",5888.275000000001,666
"Christine Phan",5888.275000000001,666
"Kristen Hastings",5867.859,674
"Kristen Hastings",5867.859,674
"Kristen Hastings",5867.859,674
"Kristen Hastings",5867.859,674
"Kristen Hastings",5867.859,674
"Kristen Hastings",5867.859,674
"Kristen Hastings",5867.859,674
"Cindy Stewart",5690.054999999999,681
"Cindy Stewart",5690.054999999999,681
"Cindy Stewart",5690.054999999999,681
"Cindy Stewart",5690.054999999999,681
"Cindy Stewart",5690.054999999999,681
"Cindy Stewart",5690.054999999999,681
"Bill Donatelli",5672.171,687
"Bill Donatelli",5672.171,687
"Bill Donatelli",5672.171,687
"Bill Donatelli",5672.171,687
"Bill Donatelli",5672.171,687
"Bill Donatelli",5672.171,687
"Bill Donatelli",5672.171,687
"Bill Donatelli",5672.171,687
"Bill Donatelli",5672.171,687
"Bill Donatelli",5672.171,687
"Bill Donatelli",5672.171,687
"Anne McFarland",5653.861999999999,698
"Anne McFarland",5653.861999999999,698
"Anne McFarland",5653.861999999999,698
"Anne McFarland",5653.861999999999,698
"Anne McFarland",5653.861999999999,698
"Anne McFarland",5653.861999999999,698
"Anne McFarland",5653.861999999999,698
"Anne McFarland",5653.861999999999,698
"Ross Baird",5633.315999999999,706
"Ross Baird",5633.315999999999,706
"Ross Baird",5633.315999999999,706
"Ross Baird",5633.315999999999,706
"Ross Baird",5633.315999999999,706
"Ross Baird",5633.315999999999,706
"Ross Baird",5633.315999999999,706
"Ross Baird",5633.315999999999,706
"Katherine Murray",5609.746,714
"Katherine Murray",5609.746,714
"Katherine Murray",5609.746,714
"Katherine Murray",5609.746,714
"Katherine Murray",5609.746,714
"Katherine Murray",5609.746,714
"Katherine Murray",5609.746,714
"Alex Avila",5563.56,721
"Alex Avila",5563.56,721
"Alex Avila",5563.56,721
"Alex Avila",5563.56,721
"Alex Avila",5563.56,721
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Suzanne McNair",5563.392,726
"Naresj Patel",5529.62,738
"Naresj Patel",5529.62,738
"Naresj Patel",5529.62,738
"Naresj Patel",5529.62,738
"Naresj Patel",5529.62,738
"Naresj Patel",5529.62,738
"Amy Cox",5527.8460000000005,744
"Amy Cox",5527.8460000000005,744
"Amy Cox",5527.8460000000005,744
"Amy Cox",5527.8460000000005,744
"Amy Cox",5527.8460000000005,744
"Amy Cox",5527.8460000000005,744
"Amy Cox",5527.8460000000005,744
"Mick Hernandez",5503.092999999999,751
"Mick Hernandez",5503.092999999999,751
"Mick Hernandez",5503.092999999999,751
"Mick Hernandez",5503.092999999999,751
"Mick Hernandez",5503.092999999999,751
"Mick Hernandez",5503.092999999999,751
"Mick Hernandez",5503.092999999999,751
"Mick Hernandez",5503.092999999999,751
"Mick Hernandez",5503.092999999999,751
"Dennis Pardue",5480.723999999999,760
"Dennis Pardue",5480.723999999999,760
"Dennis Pardue",5480.723999999999,760
"Dennis Pardue",5480.723999999999,760
"Dennis Pardue",5480.723999999999,760
"Dennis Pardue",5480.723999999999,760
"Dennis Pardue",5480.723999999999,760
"Dennis Pardue",5480.723999999999,760
"Dennis Pardue",5480.723999999999,760
"Emily Phan",5478.0608,769
